,Store,regions_observed,mapped_region
64346,792,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64347,793,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64349,795,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64350,796,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64351,797,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64353,799,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64354,800,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64357,803,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64358,804,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64359,805,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64360,806,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64361,807,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64363,809,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64364,810,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64367,813,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64369,815,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64370,816,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64372,818,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64374,820,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64379,825,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64380,826,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64383,829,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64385,831,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64386,832,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64387,833,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64389,835,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64391,837,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64396,842,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64398,844,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64399,845,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64400,846,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64401,847,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64402,848,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64404,850,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64405,851,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64406,852,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64407,853,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64409,855,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64411,857,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64412,858,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64413,859,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64415,861,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64418,864,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64419,865,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64420,866,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64422,868,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64425,871,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64426,872,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64429,875,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64433,879,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64434,880,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64435,881,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64436,882,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64437,883,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64438,884,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64439,885,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64440,886,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64441,887,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64444,890,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64445,891,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64447,893,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64448,894,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64449,895,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64451,897,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64454,900,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64456,902,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64457,903,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64458,904,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64459,905,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64460,906,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64461,907,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64462,908,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64463,909,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64467,913,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64469,915,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64470,916,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64471,917,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64473,919,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64474,920,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64476,922,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64478,924,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64479,925,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64480,926,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64481,927,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64482,928,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64484,930,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64486,932,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64488,934,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64490,936,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64491,937,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64493,939,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64495,941,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64496,942,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64497,943,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64500,946,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64501,947,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64502,948,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64504,950,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64505,951,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64506,952,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64508,954,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64509,955,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64510,956,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64514,960,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64515,961,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64516,962,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64518,964,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64519,965,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64520,966,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64521,967,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64523,969,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64524,970,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64527,973,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64528,974,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64529,975,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64530,976,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64531,977,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64534,980,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64537,983,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64538,984,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64539,985,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64540,986,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64543,989,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64545,991,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64546,992,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64548,994,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64551,997,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64552,998,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64554,1000,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64557,1003,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64558,1004,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64559,1005,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64563,1009,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64565,1011,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64566,1012,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64567,1013,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64568,1014,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64569,1015,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64570,1016,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64573,1019,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64574,1020,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64576,1022,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64579,1025,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64580,1026,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64581,1027,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64582,1028,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64585,1031,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64590,1036,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64591,1037,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64592,1038,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64593,1039,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64594,1040,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64595,1041,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64596,1042,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64598,1044,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64601,1047,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64603,1049,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64604,1050,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64605,1051,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64606,1052,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64610,1056,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64612,1058,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64614,1060,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64615,1061,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64616,1062,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64618,1064,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64619,1065,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64620,1066,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64621,1067,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64622,1068,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64626,1072,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64627,1073,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64630,1076,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64631,1077,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64632,1078,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64633,1079,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64634,1080,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64637,1083,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64638,1084,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64640,1086,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64642,1088,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64643,1089,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64646,1092,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64648,1094,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64650,1096,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64651,1097,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64654,1100,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64656,1102,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64657,1103,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64658,1104,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64659,1105,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64661,1107,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64663,1109,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64665,1111,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64666,1112,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64669,1115,"BW, BY, HE, NW, RP, SL",BB_MV_TH
229702,13,"BW, BY, ST",BB_MV_TH
229705,16,"BW, BY, ST",BB_MV_TH
229709,20,"BW, BY, ST",BB_MV_TH
229710,21,"BW, BY, ST",BB_MV_TH
229711,22,"BW, BY, ST",BB_MV_TH
229721,32,"BW, BY, ST",BB_MV_TH
229725,36,"BW, BY, ST",BB_MV_TH
229730,41,"BW, BY, ST",BB_MV_TH
229735,46,"BW, BY, ST",BB_MV_TH
229738,49,"BW, BY, ST",BB_MV_TH
229740,51,"BW, BY, ST",BB_MV_TH
229741,52,"BW, BY, ST",BB_MV_TH
229747,58,"BW, BY, ST",BB_MV_TH
229750,61,"BW, BY, ST",BB_MV_TH
229755,66,"BW, BY, ST",BB_MV_TH
229756,67,"BW, BY, ST",BB_MV_TH
229761,72,"BW, BY, ST",BB_MV_TH
229765,76,"BW, BY, ST",BB_MV_TH
229768,79,"BW, BY, ST",BB_MV_TH
229770,81,"BW, BY, ST",BB_MV_TH
229778,89,"BW, BY, ST",BB_MV_TH
229780,91,"BW, BY, ST",BB_MV_TH
229788,99,"BW, BY, ST",BB_MV_TH
229789,100,"BW, BY, ST",BB_MV_TH
229794,105,"BW, BY, ST",BB_MV_TH
229797,108,"BW, BY, ST",BB_MV_TH
229802,113,"BW, BY, ST",BB_MV_TH
229804,115,"BW, BY, ST",BB_MV_TH
229816,127,"BW, BY, ST",BB_MV_TH
229818,129,"BW, BY, ST",BB_MV_TH
229821,132,"BW, BY, ST",BB_MV_TH
229825,136,"BW, BY, ST",BB_MV_TH
229826,137,"BW, BY, ST",BB_MV_TH
229828,139,"BW, BY, ST",BB_MV_TH
229830,141,"BW, BY, ST",BB_MV_TH
229833,144,"BW, BY, ST",BB_MV_TH
229834,145,"BW, BY, ST",BB_MV_TH
229838,149,"BW, BY, ST",BB_MV_TH
229844,155,"BW, BY, ST",BB_MV_TH
229848,159,"BW, BY, ST",BB_MV_TH
229853,164,"BW, BY, ST",BB_MV_TH
229854,165,"BW, BY, ST",BB_MV_TH
229857,168,"BW, BY, ST",BB_MV_TH
229861,172,"BW, BY, ST",BB_MV_TH
229863,174,"BW, BY, ST",BB_MV_TH
229870,181,"BW, BY, ST",BB_MV_TH
229872,183,"BW, BY, ST",BB_MV_TH
229875,186,"BW, BY, ST",BB_MV_TH
229879,190,"BW, BY, ST",BB_MV_TH
229880,191,"BW, BY, ST",BB_MV_TH
229881,192,"BW, BY, ST",BB_MV_TH
229882,193,"BW, BY, ST",BB_MV_TH
229883,194,"BW, BY, ST",BB_MV_TH
229893,204,"BW, BY, ST",BB_MV_TH
229904,215,"BW, BY, ST",BB_MV_TH
229907,218,"BW, BY, ST",BB_MV_TH
229913,224,"BW, BY, ST",BB_MV_TH
229920,231,"BW, BY, ST",BB_MV_TH
229932,243,"BW, BY, ST",BB_MV_TH
229947,258,"BW, BY, ST",BB_MV_TH
229952,263,"BW, BY, ST",BB_MV_TH
229964,275,"BW, BY, ST",BB_MV_TH
229966,277,"BW, BY, ST",BB_MV_TH
229968,279,"BW, BY, ST",BB_MV_TH
229969,280,"BW, BY, ST",BB_MV_TH
229972,283,"BW, BY, ST",BB_MV_TH
229973,284,"BW, BY, ST",BB_MV_TH
229976,287,"BW, BY, ST",BB_MV_TH
229977,288,"BW, BY, ST",BB_MV_TH
229984,295,"BW, BY, ST",BB_MV_TH
229986,297,"BW, BY, ST",BB_MV_TH
229987,298,"BW, BY, ST",BB_MV_TH
229995,306,"BW, BY, ST",BB_MV_TH
230006,317,"BW, BY, ST",BB_MV_TH
230031,342,"BW, BY, ST",BB_MV_TH
230034,345,"BW, BY, ST",BB_MV_TH
230036,347,"BW, BY, ST",BB_MV_TH
230037,348,"BW, BY, ST",BB_MV_TH
230042,353,"BW, BY, ST",BB_MV_TH
230045,356,"BW, BY, ST",BB_MV_TH
230054,365,"BW, BY, ST",BB_MV_TH
230057,368,"BW, BY, ST",BB_MV_TH
230062,373,"BW, BY, ST",BB_MV_TH
230074,385,"BW, BY, ST",BB_MV_TH
230088,399,"BW, BY, ST",BB_MV_TH
230093,404,"BW, BY, ST",BB_MV_TH
230096,407,"BW, BY, ST",BB_MV_TH
230097,408,"BW, BY, ST",BB_MV_TH
230101,412,"BW, BY, ST",BB_MV_TH
230102,413,"BW, BY, ST",BB_MV_TH
230109,420,"BW, BY, ST",BB_MV_TH
230116,427,"BW, BY, ST",BB_MV_TH
230117,428,"BW, BY, ST",BB_MV_TH
230118,429,"BW, BY, ST",BB_MV_TH
230119,430,"BW, BY, ST",BB_MV_TH
230123,434,"BW, BY, ST",BB_MV_TH
230129,440,"BW, BY, ST",BB_MV_TH
230131,442,"BW, BY, ST",BB_MV_TH
230139,450,"BW, BY, ST",BB_MV_TH
230144,455,"BW, BY, ST",BB_MV_TH
230146,457,"BW, BY, ST",BB_MV_TH
230150,461,"BW, BY, ST",BB_MV_TH
230160,471,"BW, BY, ST",BB_MV_TH
230166,477,"BW, BY, ST",BB_MV_TH
230174,485,"BW, BY, ST",BB_MV_TH
230179,490,"BW, BY, ST",BB_MV_TH
230180,491,"BW, BY, ST",BB_MV_TH
230181,492,"BW, BY, ST",BB_MV_TH
230184,495,"BW, BY, ST",BB_MV_TH
230187,498,"BW, BY, ST",BB_MV_TH
230188,499,"BW, BY, ST",BB_MV_TH
230189,500,"BW, BY, ST",BB_MV_TH
230190,501,"BW, BY, ST",BB_MV_TH
230194,505,"BW, BY, ST",BB_MV_TH
230201,512,"BW, BY, ST",BB_MV_TH
230203,514,"BW, BY, ST",BB_MV_TH
230207,518,"BW, BY, ST",BB_MV_TH
230211,522,"BW, BY, ST",BB_MV_TH
230222,533,"BW, BY, ST",BB_MV_TH
230223,534,"BW, BY, ST",BB_MV_TH
230226,537,"BW, BY, ST",BB_MV_TH
230228,539,"BW, BY, ST",BB_MV_TH
230229,540,"BW, BY, ST",BB_MV_TH
230231,542,"BW, BY, ST",BB_MV_TH
230236,547,"BW, BY, ST",BB_MV_TH
230242,553,"BW, BY, ST",BB_MV_TH
230244,555,"BW, BY, ST",BB_MV_TH
230260,571,"BW, BY, ST",BB_MV_TH
230262,573,"BW, BY, ST",BB_MV_TH
230263,574,"BW, BY, ST",BB_MV_TH
230264,575,"BW, BY, ST",BB_MV_TH
230276,587,"BW, BY, ST",BB_MV_TH
230279,590,"BW, BY, ST",BB_MV_TH
230280,591,"BW, BY, ST",BB_MV_TH
230287,598,"BW, BY, ST",BB_MV_TH
230292,603,"BW, BY, ST",BB_MV_TH
230293,604,"BW, BY, ST",BB_MV_TH
230294,605,"BW, BY, ST",BB_MV_TH
230300,611,"BW, BY, ST",BB_MV_TH
230301,612,"BW, BY, ST",BB_MV_TH
230308,619,"BW, BY, ST",BB_MV_TH
230309,620,"BW, BY, ST",BB_MV_TH
230318,629,"BW, BY, ST",BB_MV_TH
230322,633,"BW, BY, ST",BB_MV_TH
230325,636,"BW, BY, ST",BB_MV_TH
230326,637,"BW, BY, ST",BB_MV_TH
230327,638,"BW, BY, ST",BB_MV_TH
230333,644,"BW, BY, ST",BB_MV_TH
230334,645,"BW, BY, ST",BB_MV_TH
230335,646,"BW, BY, ST",BB_MV_TH
230339,650,"BW, BY, ST",BB_MV_TH
230349,660,"BW, BY, ST",BB_MV_TH
230352,663,"BW, BY, ST",BB_MV_TH
230355,666,"BW, BY, ST",BB_MV_TH
230358,669,"BW, BY, ST",BB_MV_TH
230359,670,"BW, BY, ST",BB_MV_TH
230360,671,"BW, BY, ST",BB_MV_TH
230362,673,"BW, BY, ST",BB_MV_TH
230366,677,"BW, BY, ST",BB_MV_TH
230373,684,"BW, BY, ST",BB_MV_TH
230383,694,"BW, BY, ST",BB_MV_TH
230390,701,"BW, BY, ST",BB_MV_TH
230391,702,"BW, BY, ST",BB_MV_TH
230395,706,"BW, BY, ST",BB_MV_TH
230399,710,"BW, BY, ST",BB_MV_TH
230400,711,"BW, BY, ST",BB_MV_TH
230401,712,"BW, BY, ST",BB_MV_TH
230403,714,"BW, BY, ST",BB_MV_TH
230405,716,"BW, BY, ST",BB_MV_TH
230408,719,"BW, BY, ST",BB_MV_TH
230417,728,"BW, BY, ST",BB_MV_TH
230425,736,"BW, BY, ST",BB_MV_TH
230428,739,"BW, BY, ST",BB_MV_TH
230433,744,"BW, BY, ST",BB_MV_TH
230439,750,"BW, BY, ST",BB_MV_TH
230446,757,"BW, BY, ST",BB_MV_TH
230447,758,"BW, BY, ST",BB_MV_TH
230451,762,"BW, BY, ST",BB_MV_TH
230454,765,"BW, BY, ST",BB_MV_TH
230455,766,"BW, BY, ST",BB_MV_TH
230460,771,"BW, BY, ST",BB_MV_TH
230464,775,"BW, BY, ST",BB_MV_TH
230466,777,"BW, BY, ST",BB_MV_TH
230467,778,"BW, BY, ST",BB_MV_TH
230478,789,"BW, BY, ST",BB_MV_TH
230486,797,"BW, BY, ST",BB_MV_TH
230493,804,"BW, BY, ST",BB_MV_TH
230494,805,"BW, BY, ST",BB_MV_TH
230495,806,"BW, BY, ST",BB_MV_TH
230502,813,"BW, BY, ST",BB_MV_TH
230504,815,"BW, BY, ST",BB_MV_TH
230509,820,"BW, BY, ST",BB_MV_TH
230514,825,"BW, BY, ST",BB_MV_TH
230531,842,"BW, BY, ST",BB_MV_TH
230537,848,"BW, BY, ST",BB_MV_TH
230540,851,"BW, BY, ST",BB_MV_TH
230542,853,"BW, BY, ST",BB_MV_TH
230544,855,"BW, BY, ST",BB_MV_TH
230547,858,"BW, BY, ST",BB_MV_TH
230548,859,"BW, BY, ST",BB_MV_TH
230553,864,"BW, BY, ST",BB_MV_TH
230568,879,"BW, BY, ST",BB_MV_TH
230569,880,"BW, BY, ST",BB_MV_TH
230573,884,"BW, BY, ST",BB_MV_TH
230579,890,"BW, BY, ST",BB_MV_TH
230582,893,"BW, BY, ST",BB_MV_TH
230584,895,"BW, BY, ST",BB_MV_TH
230589,900,"BW, BY, ST",BB_MV_TH
230591,902,"BW, BY, ST",BB_MV_TH
230592,903,"BW, BY, ST",BB_MV_TH
230593,904,"BW, BY, ST",BB_MV_TH
230598,909,"BW, BY, ST",BB_MV_TH
230604,915,"BW, BY, ST",BB_MV_TH
230608,919,"BW, BY, ST",BB_MV_TH
230609,920,"BW, BY, ST",BB_MV_TH
230614,925,"BW, BY, ST",BB_MV_TH
230621,932,"BW, BY, ST",BB_MV_TH
230630,941,"BW, BY, ST",BB_MV_TH
230636,947,"BW, BY, ST",BB_MV_TH
230637,948,"BW, BY, ST",BB_MV_TH
230639,950,"BW, BY, ST",BB_MV_TH
230641,952,"BW, BY, ST",BB_MV_TH
230653,964,"BW, BY, ST",BB_MV_TH
230658,969,"BW, BY, ST",BB_MV_TH
230663,974,"BW, BY, ST",BB_MV_TH
230666,977,"BW, BY, ST",BB_MV_TH
230674,985,"BW, BY, ST",BB_MV_TH
230678,989,"BW, BY, ST",BB_MV_TH
230687,998,"BW, BY, ST",BB_MV_TH
230689,1000,"BW, BY, ST",BB_MV_TH
230693,1004,"BW, BY, ST",BB_MV_TH
230698,1009,"BW, BY, ST",BB_MV_TH
230701,1012,"BW, BY, ST",BB_MV_TH
230708,1019,"BW, BY, ST",BB_MV_TH
230716,1027,"BW, BY, ST",BB_MV_TH
230727,1038,"BW, BY, ST",BB_MV_TH
230730,1041,"BW, BY, ST",BB_MV_TH
230733,1044,"BW, BY, ST",BB_MV_TH
230738,1049,"BW, BY, ST",BB_MV_TH
230740,1051,"BW, BY, ST",BB_MV_TH
230745,1056,"BW, BY, ST",BB_MV_TH
230750,1061,"BW, BY, ST",BB_MV_TH
230754,1065,"BW, BY, ST",BB_MV_TH
230756,1067,"BW, BY, ST",BB_MV_TH
230757,1068,"BW, BY, ST",BB_MV_TH
230767,1078,"BW, BY, ST",BB_MV_TH
230769,1080,"BW, BY, ST",BB_MV_TH
230781,1092,"BW, BY, ST",BB_MV_TH
230783,1094,"BW, BY, ST",BB_MV_TH
230791,1102,"BW, BY, ST",BB_MV_TH
230793,1104,"BW, BY, ST",BB_MV_TH
230796,1107,"BW, BY, ST",BB_MV_TH
230798,1109,"BW, BY, ST",BB_MV_TH
292482,3,"BW, BY, NW, RP, SL",BB_MV_TH
292488,9,"BW, BY, NW, RP, SL",BB_MV_TH
292492,14,"BW, BY, NW, RP, SL",BB_MV_TH
292494,16,"BW, BY, NW, RP, SL",BB_MV_TH
292497,19,"BW, BY, NW, RP, SL",BB_MV_TH
292498,21,"BW, BY, NW, RP, SL",BB_MV_TH
292499,23,"BW, BY, NW, RP, SL",BB_MV_TH
292500,24,"BW, BY, NW, RP, SL",BB_MV_TH
292501,25,"BW, BY, NW, RP, SL",BB_MV_TH
292503,27,"BW, BY, NW, RP, SL",BB_MV_TH
292505,29,"BW, BY, NW, RP, SL",BB_MV_TH
292506,30,"BW, BY, NW, RP, SL",BB_MV_TH
292508,33,"BW, BY, NW, RP, SL",BB_MV_TH
292510,35,"BW, BY, NW, RP, SL",BB_MV_TH
292512,38,"BW, BY, NW, RP, SL",BB_MV_TH
292513,39,"BW, BY, NW, RP, SL",BB_MV_TH
292514,40,"BW, BY, NW, RP, SL",BB_MV_TH
292515,42,"BW, BY, NW, RP, SL",BB_MV_TH
292516,43,"BW, BY, NW, RP, SL",BB_MV_TH
292518,45,"BW, BY, NW, RP, SL",BB_MV_TH
292521,49,"BW, BY, NW, RP, SL",BB_MV_TH
292522,50,"BW, BY, NW, RP, SL",BB_MV_TH
292530,61,"BW, BY, NW, RP, SL",BB_MV_TH
292531,62,"BW, BY, NW, RP, SL",BB_MV_TH
292533,64,"BW, BY, NW, RP, SL",BB_MV_TH
292535,66,"BW, BY, NW, RP, SL",BB_MV_TH
292536,67,"BW, BY, NW, RP, SL",BB_MV_TH
292540,71,"BW, BY, NW, RP, SL",BB_MV_TH
292542,74,"BW, BY, NW, RP, SL",BB_MV_TH
292546,79,"BW, BY, NW, RP, SL",BB_MV_TH
292547,80,"BW, BY, NW, RP, SL",BB_MV_TH
292548,82,"BW, BY, NW, RP, SL",BB_MV_TH
292549,83,"BW, BY, NW, RP, SL",BB_MV_TH
292550,84,"BW, BY, NW, RP, SL",BB_MV_TH
292552,86,"BW, BY, NW, RP, SL",BB_MV_TH
292555,90,"BW, BY, NW, RP, SL",BB_MV_TH
292556,91,"BW, BY, NW, RP, SL",BB_MV_TH
292557,92,"BW, BY, NW, RP, SL",BB_MV_TH
292558,93,"BW, BY, NW, RP, SL",BB_MV_TH
292559,94,"BW, BY, NW, RP, SL",BB_MV_TH
292563,98,"BW, BY, NW, RP, SL",BB_MV_TH
292565,102,"BW, BY, NW, RP, SL",BB_MV_TH
292568,105,"BW, BY, NW, RP, SL",BB_MV_TH
292577,117,"BW, BY, NW, RP, SL",BB_MV_TH
292584,124,"BW, BY, NW, RP, SL",BB_MV_TH
